Ask me anything? F 12345,netral,
Fc kuy lah sapa tau bisa nyaman M20,netral,
"""iqan hiyu dilaut, terus dia berenang deh. """,netral,
Tadi mas mas yg share link gdrive mana ya. Suaranya bagus mau aku appreciate dengan cara aku pc wkwk,joy class,3
"""*refresh time line*. Yaa thoybah, Yaa thoybah Yaa dawal 'ayaana, Isytaqnaalik Wal hawa nadaana, Wal hawa nadaana. """,netral,
sedikit aneh akan keinginanku hihihi... mungkinkah kamu punya hal aneh yang susah dicari ?,joy class,3
Syahrini pantat nya berbulu gak yaa? wkwk,joy class,3
gua sering banget nangis sama pacar gua. kenapa ya,sad,5
"""nangis 2 jam ga berhenti, yaampun lo ga capek? kasian badan lo""",sad,5
Anjirr harus nahan sampe sahur nanti gara2 ga berani keluar kamar,fear,2
Mmmmmmmmmmmmmmhhhhhhh,confused,
Cewek disini ada yg mau fc/vc an sama gua yg biasa2 aja gak ya?? Gua m21,sad,5
hawa ingin menonjok laki laki yang udah bikin adek gue nangis semaleman,anger,1
"""Beberapa trend fashion itu sebenernya dipengaruhi sama punk style sih...jd jangan dikit2 """"kyk anak punk lu""""...oke sekian""",anger,1
TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL QON TOL,anger,1
Maap kalo reply ga di bales. Ga ada notif,sad,5
Nyesel bgt minum kpi dua cup. Alhasil gabisa merem trus perut sakit. Whyy? Padahal dulu minum kopi tiap hari aja gakenapa2:((,sad,5
Fc nga clean yu? Lagi pengen gt. M,netral,
Cowo di tell yg ngakunya jele aslinya nggaa juga ah. Merendah untuk meroket aja wkwk yg sama gue mayan kokk,joy class,3
Orang pertama yang chat aku gombalin.,joy class,3
"""Njir napa gua bisa pas2 an move ke line ketemu orang yang sama lagi padahal kemaren di wa udh gua block,damn't """,anger,1
Ada yang pernah whatsapp nya ke banned ga?,netral,
TL mulai sepi... sepertinya udah pada dapet partner,sad,5
"""Awal gue stay cool, akhir dia ngasi ruang gue kaya org bodoh-_- """,sad,5
Fr yuuuuu tapi move. M22,joy class,3
F ada yg mau vc tapi ga ngomong? Nunggu ngantuk aja. M,netral,
Baru sampe rumah. Baru buka handphone liat doi update snapwa. Gue jadi pengen sambat rasanya,anger,1
"""i need bf for fr. u can hear my voice but i'll never show u my face, i'll be whatever u want. kasih alasan kenapa kalian juga mau. f20""",joy class,3
Ayo fc???????????????,netral,
https://youtu.be/7tUX4ehUnVE Nemu di twitter,netral,
"""Coba sini yg bernapas pake idung, merapat dengan ku """,joy class,3
Alhamdulillah 23. F...,joy class,3
Why am i doing this tho??,confused,
"""Gabut, cant sleep. Wanna fc? Just clean talk. M22""",sad,5
"""Gua pengen tidur sejam aja, tapi masih asyiq dengan dunia anon ini.""",joy class,3
"""Gue pernah ngerasain kyk gue deket sama cewe aja udh seneng padahal dia ga ngapa2in, cuma dia tuh kyk penyemangat gua pdhal dia ga nyemangatin, mungkin karna gua sayang""",joy class,3
Lama2 gue punya trust issue sama anon2 deh. Bisa aja ga si selama ini anon2 yg chat sama gue orangnya itu2 aja cuma beda room doang,disgusted,
Bismillah ayo fc? Siapa tau ada yang ngeayoin. F1-sekian.,netral,
https://drive.google.com/file/d/1VcXZAuCz5jj-NXs1X7cJUzOhwcuJjgcU/view?usp=drivesdk dengerin jeritan hati gua,sad,5
34c mantul mantap betul,joy class,3
"""Ngobrolin bukber di grup. Tiba tiba temen gue nongol langsung nanya """"Bukber tgl 25 jadinya? Jamber nih?"""" anjg apaansi bukber jamber hadeh""",anger,1
Gebetan calon praja tapi w gada cakep2 nya ..,sad,5
gue gabisa tidur. mau chat? f disini,sad,5
"""Semenjak puasa, jam segini jadi rawan cewe2 pesantren yg doyan report. Padhl ya biasanya anteng2 ae""",anger,1
Creep-radiohead=lagu insecure sepanjang masa,sad,5
Nyari jablay daerah bogor dan sekitarnya. Minat chat,netral,
"""apa rasanya digtuin itu lu sama f ? boro boro digtuin... dipegang aja gak pernah-,-""",sad,5
Di sini ada yg mau bagi ovonya ga?,netral,
Ini gimana cara buka chatnya ya?,netral,
Hode apaan sih?........,netral,
Why cewe-cewe ketika telfonan suaranya halus gitu jernih lah gue kaya bocil anjer -__-,sad,5
"""Kuy clean talk, tidak menerima yang *****""",netral,
"""Sesungguhnya akutu cuma butuh tmn ngobrol karna uda jenuh sama tmn di rl, jangan langsung ngajak hs, cs, fcs, vcs, mnta 599 gt dong kamunya:(""",sad,5
Mana coba liat cepolannya?,netral,
"""Chat move line yu clean ya semoga aja awet kalo bisa jdi pacar , kalo gabisa ya harus jadi pacar lah AKWOKAKWOK M21 """,joy class,3
ada ukhti yang masih melek gak ya ?,netral,
Gabut sejauh ini?? astaga gw kenapa mungkin ada yg mau nemenin FC ? M dsini,sad,5
gue udh bosen bgt sm cowo gue. kyk gitu2 aja hubungan wkwk,sad,5
"""Sini freecall sama gua. Tp gaboleh alay, gaboleh mesum, gaboleh nanya kuliah atau kerja. Send aja id nya ama umur. Gua f""",netral,
Drop lagu yang menurut lu cuma sedikit orang yang tau.,netral,
Gue mau cerita tentang mantan gue yang kena karma abangnya. Dia diperkosa sama pacarnya. Abangnya akhirnya minta maaf karena udah brengsekk sama para perempuan,sad,5
"""Mau pacaran sama orang sunda, susunan janda""",joy class,3
"""Bingung bgt sama orang yg nyari pacar di platform anon kayak gn. Nyari pacar mendingan di rl, di app anon kayak gini mah nothing to lose aja""",confused,
Ada yg mau FC di skype ? I can sing for you if you want M22,joy class,3
mas alle udah ngepost nyanyiannya lagi. aku bisa sleep dgn tenang wkwk,joy class,3
"""Dan sampai sekarang gue belum move on dong, padahal gue cowok.. lemah ya gue ??""",sad,5
why u ngilang mulu si bebbbbb?!?!??,sad,5
Kepepet lebaran nyari cewe apaan dah,anger,1
"""Coba yg blm tidur, merapat sama aku sini, sambil cerita kalian ngetik pake apa? """,netral,
"""Sengaja gak bilang ke si cewe pas mau jemput dikantor, ternyata sudah ada mobil yg menunggu kamu. Yaudah mulai saat itu saya menyatakan mundur, terima kasih loh.""",sad,5
"""Gua ga pernah ada rasa sayang sama siapapun sebagai cowo dan gua lebih enak hidup dalam kesepian ,ga ada yang bisa menghalangi gua untuk berbuat apapun """,sad,5
maaf kan ku kali ini harus pergi meninggalkan kamunyang aku sayangi,sad,5
M20 yadong nih........,netral,
Kenalan dong -m20 hehee,netral,
"""Ada yang mau fc/vc an lewat wa ga ya? Khusus cewe tapi, -m21""",netral,
banyu moto iki kini nguras ati kelingan tresno iki orak di restoni,sad,5
Maaf kan kali ini aku harus jujur,sad,5
kapan terakhir kali kamu dapat tertidur tenang?,netral,
Aku jarang suka sama cowo/cewe gitu. Tapi pas suka mereka udah ada pasangannya :(.,sad,5
lelah bang trs pen nasi goreng,sad,5
Batang panjang dan botak here,netral,
"""Jujur aja di jam2 segini gue butuh orang yg mau dengerin semua yg ada di pikiran gue, bukan buat liatin lo lo pada yg lagi pengen """,sad,5
"""Gatau ah capek, pengen punya pacar. """,sad,5
Knp ya ada orang yang berani berkeluh kesah di sosmed padahal kan sosmed itu jahat,sad,5
Pain in my head and i'd rather be dead,sad,5
Tell. You have a new message,netral,
"""Seberapa banyak mahasiswa/i yang bernasib sama kek gue sering begadang demi laporan, gue cuma takut gue ga menikmati masa kuliah karena laporan """,sad,5
sayang? kamu belum tidur? ngobrol di fc yu. m,joy class,3
"""Gausah banyak bacot ah , GUE PEN PUNYA PACAR TRUS GUE KENALIN KE BOKAP SAMA NYOKAP . BIAR PACARANNYA ENAK GA UMPET UMPETAN . """,anger,1
"""pas gua anuin ternyata ga berdarah :) alasan dia ketusuk pager pas kecil, bege nya gua baru sadar sekarang""",sad,5
"""Ngga ada yg mau diajak fc, jadi ask me anything aja, no limit. M22""",sad,5
M nyari pacar yg serius nih??? Ada gak yaaa,netral,
"""Hallo, m ada yg mau frikolan ga? """,netral,
"""Sini sayang, aku tunggu dikamar ya. """,love,4
Anjir si james charles sm tati ga beres2 dah. Si james upload video baru gw malah pusing,anger,1
"""udah lama gaketemu mantan, tiap ketemu pasti pelukan. gmn kaga gamon bgst""",anger,1
Pengen pisah tp masih sayang banget. Ah ***,sad,5
"""Test. Hello, new comer here""",netral,
"""Hai, kalian kalo laper ngapain? Yg makan, merapat sama aku sini. """,netral,
Yang jago mtk gue privat dong 4 hari doanggg,sad,5
F yg ngerokok ? I wanna have a question for u M,netral,
Pengen pisah tapi masih sayang bangetttttttt. Ada yg ngerasain jg atau pernah?,sad,5
Dulu sewa apartemen buat main doang sama cewe wkwkw jaman jaman kelam m here,joy class,3
"""Minum kopi muyu, item yu -bocah 4thn""",sad,5
"""Ga ada kamus hidup gua ,gua sampai leleh dan terlalu sayang sama cewe yang ada gua cuma memperkuat kebencian gua supaya menjadi orang yang benar2 kuat .....""",anger,1
"""Can anyone tell me how to post stories without updating our location, please? Thanks""",netral,
Dm ig nya dong mba????????,joy class,3
"""bali, aku pergi sebentar ya? """,netral,
ada f jakarta tg bisa jadi temen awet sekalian bisa buat takbiran hahahaha m19,joy class,3
abis nugas niiii temenin chat yuk sampe tidur?,netral,
Aduh gila gua meleleh sama kepribadian tu cewe didikan nya pasti bagus tuh,joy class,3
gaada keajaiban gt ya?:(,sad,5
Hai . . . . . . . . . . . . . . . M23,netral,
ayoo ngobrol di line sampe sahur. m,netral,
F20. Gapernah pacaran tapi selalu munafik didepan temen seakan udah punya seribu pengalaman soal pacaran. Bodoh memang.,sad,5
pengen udahan aja tp takut kangen,fear,2
"""Dimana pilihan hidup sangat rumit ketika supir gue bilang """"de, mau dijodohin sama anaknya client mang yang baru ga?"""" Logika dan hati langsung bertengkar""",confused,
Omg this dude is hilarious. Anon terrrr aneh dan ter belegug yg pernah aku liat,joy class,3
"""i hate normal girl ! like follow the rules, still that, bla bla bla""",anger,1
"""koe pernah ono neng atiku. janji orak bakal ninggalke aku. saiki koe lungo mblejani janjimu, ninggalke loro neng jero dodo orak masalh""",sad,5
pengen udahan tp takut uring-uringan,fear,2
"""Lagian lu aj bebas komplen segala macem, kalo gw yg komplen aj ga boleh, dan lu marah.. Mau ny apa""",anger,1
Emang kalo janda gabakal ada yang bisa nerima lagi gitu?,netral,
pengen udahan tp masih sayang,sad,5
"""Gue belum tidur gengs, ngasih tau aja""",netral,
Zigot comebackkk. Siapa yang kangen aing ?????,joy class,3
Bangke2 kenapa sampe jam segini ga ngantuk2 juga si?,anger,1
Chat ambigu? .........,confused,
iye gua tau gua cewe barbar yang asal ngomong tapi yaudah kalo gasuka pergi aja anjir lah gausah sok sok stay tapi julid mulut lo,anger,1
Apaan ini cowo minta bukti kalau aku cewe beneran dengan vc telnjng. Gublu,anger,1
Ada yang gak tidur sampe sahur kaya aku? F,netral,
Buat story gak ada yg chat sedih M,sad,5
"""Bukannya tdk mau pacaran, tapi malas aja pacaran yg ujungnya berakhir putus.""",sad,5
"""urip rasah spaneng rak ono koe aku ayem. urip rasah spaneng rak ono koe aku seneng, orak masalah sabar ku turah turah..""",sad,5
"""f20 surakarta. sedang banyak mikir, pengen refreshing""",sad,5
Cewe tuh suka jaim awalnya udah kena enaknya aja ga akan nolak juga kalo di apa2in pas lg ber2aan.m23,joy class,3
Pengalaman tak terlupakan: c u d d l e sama cowok tapi gue cowok juga. Masih demen cewek juga kok hehe,joy class,3
Bacotin gue dong hahaha,joy class,3
Fcan gabut.......... M,netral,
"""bisa bantu gua cari tau alasan kenapa gua gabisa jalin hubungan like """"pacaran"""" atau sejenisnya di real life? atau gimana cara cari tau sendiri gt.. """,confused,
"""Ayok tanya tanya nih sepi banget sih, fhijab clean""",sad,5
Late night talk maybe??,netral,
Fc yukk:( chat idnya ajaa nanti di add. M19 gabut.,sad,5
Jujur sih... gue hampir pernah mau pw in cewe tapi gue gak jadi lakuin karna kasian sama cewenya,sad,5
bangane delok wong do saaaangeeee mending via vallenan,anger,1
Yang anak tebet disini ada gak? Kita bukber yuk. M22,joy class,3
"""Udh biasa gua ngomong """"njing"""" sama temen gua itu jadi bahasa akrab jadinya""",netral,
"""sudah biasa diriku kau di tinggalkan, di acuhkan dan di campakan oleh orang yang ku cinta """,sad,5
"""Yaiyaaa janda emg selalu di pandang sebelah mata sama orang cuma yaaa kenapa si gitu harus ngomong """"kan gak semua cowok bisa nerima mbak yg kayagitu"""" hhh anjingg""",anger,1
"""Goodnight babe, wanna chat ? M22""",netral,
first kiss gua ternyata sama yang sedarah,sad,5
Karna ku selow sungguh selow sangat selow tetap selow..,joy class,3
kapan ya ada hujan duit(,sad,5
tiap pacar gua emosi terus minta putus. ujung2nya gua makin sayang sama dia. tambah lengket deh. m21,sad,5
Lagi ****** sama kochenk.. m24,netral,
"""karna ku selow sungguh sellow tetap selllow , santai santai jodoh gak akan kemana""",joy class,3
hey there Delilah what is it like in New York City?,netral,
Yah di ec dong wkkw katanya ngajak ke kos nih tadi f Jogja :p,netral,
YEEYY DAH BISAA! Thankies peepol! ??,joy class,
Amien rais2 ck..ck.ck..ck,anger,1
bila nanti sudah aku dapatkan sesorang paling sempurna pasti akan aku jaga,joy class,3
Oh Lauv mau ke jakarta ternyata :(,sad,5
Enakkan wa atau telegram?,netral,
Kenalan sama cewe eh malah di ajarin gitu sama dia. Kalah guaaa :(,sad,5
ada aja yang buat sebel disaat pen hidup damai tentram :(,sad,5
"""Fc yyu,, pake bisik2 aja. Udah malem.m24""",netral,
Hadohhh gua kangen diaaaaaaaaaaa. Knapaa si ailah,sad,5
Fc fc menjelang sahur? M,netral,
Kayaknya aku sayang deh.,love,4
Pengen ngusir sepupu gue dari kamar gue rasanya hehe.,anger,1
Fix ga tidur sampe subuh,netral,
Ada yang pake Xiaomi Redmi Note 7? Batrenya awet gak sih?,netral,
"""Rate lagu gue yuk, sambil nunggu saur""",joy class,3
Chat yuu. Gw f 21 :)))))),joy class,3
guys ada yang mau tau cara biar bisa keisi saldo ovo/gopaynya cuma dengan buka socmed doang ga?,netral,
Gatau ah males fc-fc sama anon lagi. Ngeselin.,anger,1
Adakah pemain lama yang masih bertahan? Just be honest please. Gue pemain yang udah vakum 4 bulan,netral,
"""serius gua gaada disini cewe yang mau vicees, ada juga dia hode, gabut, cuma becanda, ngetes lu doang, jadi dear cowo mending udah jngan buat story ajak ena ena""",anger,1
"""rungokno jerit atiku iki, seng bingung noto rasa neng ati, pengen ku koe reti seng tak pikir saiki. tolong koe ojo salah tompo, ojo bok pikir aku ngelilo kabeh iki kahana """,anger,1
"""Hei, seberapa sukanya klean sama wanita berambut pendek seleher dan berkacamata? """,netral,
Anak2 jaman sekarang gapernah digesper / main fisik sama ortunya ya? pantes mentalnya pada lemah2,anger,1
"""Gabut banget yaamplop, sampe semua mutualan gue, gue rep rep in""",sad,5
jujur aku ijek sayang wegah kelangan,sad,5
"""Gasuka dibilang alay tapi typing lo aja kek gitu. Tau dah, terserah aja""",anger,1
kooooonnnnnnnnci bngt tu cowo pengen nangis ******,sad,5
Ada F yg mau FC? send id Line ya,netral,
alumni Hoomn adakah di sini?,netral,
jalok ku koe ojo nangis mergo lungo ku,sad,5
"""""""ih km ngomong apasi tante ga ngerti"""" """"yauda bsk aja"""" """"yah kan bsk kita ga ketemu"""" """"yaudah bsk kita pidiokol"""" -sekiranya begitu percakapan tante dan keponakannya 5thn""",sad,5
"""Lets chat! Samaa tolong beri saya saran film/serial yang baguss buat mengisi waktu luang, thanks! -f18""",joy class,3
mana ada f bandung ga?chat atuu,netral,
"""disini ada ga yang sekimut dijadiin sprei, sprei dijadkkn selimut?""",netral,
"""Gue deket sama cowok, tapi takut baper dan akhirnya gue jauhin. Gak salah kan ya? """,fear,2
Jadi alasan gue donlot ini jam segini adalah karena gue gabisa tidur. Gue gabisa tidur karena kepikiran confession sahabat gue dua hari lalu. Asli. Jadi kebayang mulu,confused,
"""Rawat diri, jaga penampilan, usaha nurunin bb, semua jg udah. Siapa yg mau sih pacaran onlen, kalo ada yg real jg gua mau njir. Semua butuh proses kan.""",anger,1
Halsey cakep bgt di video nightmare sukaaaaak,joy class,3
Bosen deh ga ada yang chat hmm tapi bosen kenal orang baru mulai lagi dll hadeuuh,sad,5
Adakah f nearby disini? M,netral,
Aku yang rambut sebahu dan pake kacamata bisa apha. Apha ajha leh.,sad,5
"""ngambek bukannya di ademin, malah ikutan ngambek najis""",anger,1
Sma udah vcess2 an mau lulus udah berani grepe2an pas kuliah ngekos udah jadi pemain sekkks pasti kwkwkwkw right?m23,joy class,
Gua cuma berimajinasi nanti pas nikah ngêntot tiap hari udah ah dripada disini yang bnyak halu sabar aja,sad,5
Fcan nemenin gabut clean -m,netral,
Kangen bgt sm drama2 pacaran wkwk,joy class,3
"""Gw mau nanya sama cewe, kalo lu ulang tahun pengennya dikasih apaan sih? (Selain boneka ama bunga)""",netral,
"""Eh gua pengen curhat deh. Emang keliatan agak menyedihkan sih,tapi gua cuka pengen kalian tau isi hatinya perempuan gendut yang sering di bully. Lanjut dicomment ya.""",sad,5
"""what a sick sick feelingggg, to let you go my dear :(""",sad,5
"""Pada betah chat sama gue ya walaupun cuma dateng saat gabut doang. Alasannya sama semua, typingnya bagus. Emang iya?""",confused,
"""Paling males sama cewe gendut, item, udah gitu kepedean lagi.. Iyuuuhh...""",disgusted,
Pejuang penakut di malem hari,fear,2
"""Udah diniatin tiap hari, bangun jam 6 tapi tetep aja bangun jam set.7. Gimana gak buru2 ke kampus""",sad,5
"""""""buuuk ayodong buuuk saooor saoor udh bangoon ayoo dongg buuukk"""" di toa mesjid, yaa aku gajadi tidur bapak :)""",sad,5
"""Ada yg lagi depresi atau butuh didengerin banget? coba cerita ke gue, at least jadi sedikit plong lah. Lebih suka mendengarkan dan kasih solusi. M nih.""",sad,5
"""Gue lg fc sm anon, trs dia ketidurann. Ngorok kencengg bgt dong. Gue auto ilfeel WK""",disgusted,
Ada f yg berhijab? Mo nanya2,netral,
"""Tolonggg gue sakit kepala, sakit pinggang, sakit bawah perut grgr pms:"""" """,sad,5
"""If you can't sleep or need friends to talk, hit me up on private message. Too lazy to sleep.""",sad,5
Kejadian Horror apa yg pernah kalian alamin? Lets share it in here,fear,2
Temenin fc atau vc yu m here clean kok,netral,
"""Yo yo yo yang mau move line chat , siapa tau bertahan lama .selo ada borax w ni . M21 cees""",joy class,3
Ada f yang suka selfie? Mau dong dikirimin papnyaa. M,netral,
"""its been six months, eight days, twelve hours since you went away, i miss you so much and i dont know what to say""",sad,5
F ada yg mau ngenakin gw ga? Ada feedback ko,netral,
Ada yang ngikutin serial netflix lucifer?,netral,
Berdiri tegak si botak:(,sad,5
Baru balik ke tell kemaren dan gue iseng itung ternyata gue udah ngepost 50 kali. gabut amat ya gue,sad,5
Yg f udh udh pd tdr yak??? -_- -m bdg,netral,
Eh gue open Q&A ngartis ga ya? Wkwkwk sorry sorry,sad,5
F ada yg masih bangun fc deeptalk yuk langsung kirim idline aja -m,netral,
Gw belakangan ini perasaan lebih banyak ngabisin waktu ama kakeknya doi wkwk. Privat gitar. Jago parahh wkwk. M20,joy class,3
Lagi keras kerasnya nih...,sad,5
ena ena ada feedback kuy - m,joy class,3
"""FC yu f.. daripada gitu"""" lagi cape tiap malem.. m24""",sad,5
Ya deh klo gk ada F yg mau FC padahal clean ??,sad,5
"""Ada f yg berhijab? Mo nanya2, dari tadi dikacangin mulu. Ga bisa akutu diginiin. M24""",sad,5
https://drive.google.com/file/d/1KkH-pU4yHwodoGJIufHciw1V9AqmSiei/view?usp=drivesdk nyampah,anger,1
"""Let's talk about """"things"""" in a call or chat :)""",joy class,3
que qeli dweh liat orq yq nqetik que jadi w atau ue aja. Untunq que qa kayak qitu. cuma alay doanq,disgusted,
Ada F yg mau nemeni fc atw ga vc pake es ga? Chat yg mau,netral,
"""Nyampah ngapain lagi ya, shitpost aja kali ya?""",anger,1
m28 divorced. Drop id line ny dong f,netral,
Any F still wokeup? Hmu M22 here,netral,
Ada yang mau rate muka gua ga wkwkwk. M,joy class,3
Jangan lupa sahur ukhti ukhti,joy class,3
ada ibu ibu gays buuu ibuuuu gobIok eta mah anjiing sia,anger,1
"""Tdi pas istri abang gw lahiran, keluar ruang persalinan abang gw tangannya diperban, bajunya bedarah2. Ternyata pas lahiran, mgang tgn istrinya, kukunya nancep...""",disgusted,
Kgn jaman ngekos. Jam segini bisa telfonan sepuasanya sama anon bahas hall random sambil ngakak. Hahha:'),joy class,3
Unpopuler opinion about *******,netral,
Cewe kenapa kalian munafik ? udh berdua sepi nanti juga nungging,confused,
F ada yg mau FC pkai S atau VC langsung drop id line aja,netral,
emang ada yang pernah menang challenge lipstick nya hago?,confused,
"""Lagi berak terus nongol taí eh tainya introvert ternyata, soalnya pas gue liatin keluarnya ngintip gitu malu malu, eh malah masuk lagi.""",sad,5
Baca komen aja gue langsung takut yaAllah ?? help me,fear,2
"""Cinto, disano kah dirimu? Aku ranggo, mencarimu 12 purnamo diantaro pelito""",sad,5
Petite petite petite petite pete,netral,
"""Rp yukk bebas ,no move . F19""",netral,
anyone whos up for a chat?,netral,
"""Yuk, tukar pikiran denganku? Jd pikiran kita barteran gitu otaknya.""",joy class,3
"""Gue minder dh, jd temen gue tbtb ngajakin pacaran, kita udh hampir 9 tahun ga komunikasi, trs chat gaada 1 bulan, dia ngajakin pacaran dong!""",sad,5
Egilaaa baru kali ini liat isi tell kaya gini,anger,1
Bulan puasa masih banyak yang sangeeaan wkwkwkwk,joy class,3
Di butuh kan serorang sahabat wanita untuk menemani diriku yg gabut ini m24,sad,5
"""Ga di anon ga di tinder cowo d1rt banyak, ngakak gue baca threadnya si ana h0de wkwk""",joy class,3
"""Apa apa mau nya menang sendiri, merasa selalu paling benar, dan memandang aku salah""",sad,5
"""Mau fc, pengen curhat. M24""",sad,5
Skype / apa yok nemenin gue nugas -m21taonini,netral,
"""Raditya Dika, pas bikin anak gimana ya, syalan gua kebayang, ngakak sendiri :( """,joy class,3
"""Sbg cewe dikatain terus dr tadi so intinya mindset org yg nongol jam segini, Perempuan gamau bahas seksual things dengan stranger = Munafik. Y'all disgusting""",disgusted,
"""Gue baru liat best, heran sendiri sama postingan best no 7 ??""",joy class,3
demi apapun gabisa tidur setelah dapet kabar buruk sedih banget mau nangis terus tp disatu sisi harus kuat karena harus menguatkan :(,sad,5
Molado molado neomu mola,netral,
"""Kebayang gak sih kalo misalkan taî keluarnya gak malu malu, gue takutnya dimasa yang akan mendatang ikut daftar jadi caleg, soalnya udah gak malu bisa kampanye dmna².""",fear,2
"""Gak semua cewek, sepi, berdua langsung nungging tjuy. Masih ae mukul rata. """,anger,1
Sebelum imsak yuk beb.m here,joy class,3
Pengen ngobrol yg ga berujung seksual please. Capek aing udh seru seru chat malah minta pap **,sad,5
ada yg lagi 'bm' kah f disini? m hereee,netral,
Ini yang chat sama gue ilfeel ga ya?,confused,
"""Kadangkala aku jenuh menjalani hubungan denganmu. Tp aku sudah melontarkan kalimat, """"aku mencintaimu"""". Sehingga aku trus berusaha mencintaimu sampai kau tdk mau.""",sad,5
"""Makasiih anon yg baiik. Nemenin fc doang clean padahal dikasih 5jt :') karena gue curhat emng lagi BU. Maaf gw diem2 bikin post ini, pesen lu gausah diceritain. Delsoon""",sad,5
berisik! berisik! berisik!,anger,1
Hm hmhmhmhmhngatau ngomong apa,confused,
"""gua laki aje jiji anying liat pasukan sagapung ngespam gini, sulit kalo otak di tytyd yee""",disgusted,
mau chat yg open minded? f,netral,
"""Jangan munafik? Yakali ga ada pencitraan nya Gooblogg, """,anger,1
Semua cowo sama ajaa.. ashiap mirip attack gledek gue,sad,5
q & a yuk -m18 (dua puluh huruf),netral,
"""Lagi berak terus baca e-book tentang anarko, alhamdulillah taî gue berontak.""",joy class,3
Ngeliat vidio tanboy kun makan jadi pengen makan tanboy kun,joy class,3
Makasih anon tell yang udah bikin aku begadang terus menerus sampe lupa tidur padahal gaada yang nemenin cuma ngepost ngepost dong,joy class,3
Ngepost tentang berak dan taí jadi mules beneran allahuakbar.,joy class,3
"""Tanyakan apa saja di komentar, akan saya jawab dengan sejuta kerinduan.""",sad,5
https://youtu.be/XbGs_qK2PQA,netral,
Setiap pulang kerja jam 2 pagi. Mana lagi rawan dan kmrn sempet di stopin orng gak di kenal juga lagi.,fear,2
"""Mkasih anon udah kasih 80jt padahal cuma vc liatin upil gua, lagi BU, maaf ya aku diem diem buat story ini, Delsoon""",joy class,3
Ada f yang mau freecall? -m19,netral,
https://drive.google.com/file/d/177VcuKDO5duym5kzPFy_U52rJ7wd5Nyn/view?usp=drivesdk,netral,
Kok banyak nyamuk sih ajg,anger,1
Lingsir wengi slira mu....,netral,
https://drive.google.com/file/d/1uZxhBYNKPcBa2M9q3Gvvun14RwfchQAo/view?usp=drivesdk moto hidup saya,netral,
ditinggal tidur semua okedeh,sad,5
Mau dijodohin sama supir itu rasanya aneh banget kenapa ya. DAN TAINYA TERNYATA ITU CEWE YANG MAU DIJODOHIN SAMA GUE ADIK KELAS GUE WAKTU SD. WTF,confused,
pernah nemu anon yg annoying ? Coba ceritain deh,netral,
"""Di sini ada yang suka lagu2nya hindia gak? Kalo belom suka kuy dengerin, keren bgt soalnya""",joy class,3
"""Giliran ada yang ngepost """"ayo fc sambil gue nyanyiin"""" pasti banyak wanita yang komen, ah bilang aja lu kurang beruntung sob. Iya itu aku.""",sad,5
Orang2 sini kalo ngupload sesuatu kenapa di gdrive ya? Rekomendasi dari tell atau gmn?,confused,
"""Katanya ngerokok sambil berak itu enak, gue jadi mikir kenapa gak sekalian sambil makan nasi aja gan? ??""",confused,
"""Mau banget sekali-kali nekat ngajak tellizen freecall, cuma gue sbg anak yg pendiem baru bisa ngobrol kalau dipancing duluan, tuh takut kaku bgt di freecall hahahaha""",fear,2
Kenapa selalu dtng dissaat gak tepat,sad,5
"""Stay for tonight If you want to, I can show you What my dreams are made of""",joy class,3
Ada yang mau gue ceritain ga nih?,netral,
lagi suka bgt gue the panturas. m jkt,joy class,3
"""temenin gua sahur sini chat ,m18""",netral,
"""Taî ada 2 jenis, taí borjuis yaitu *** yang berasal dari makanan junk food contohnya mekdi mekdi mekdi, taî proletar biasanya taí ini berasal dari anak kostan yang..""",netral,
https://youtu.be/j5-yKhDd64s,netral,
"""TIDAK ADA SALJU DI SINI, keren bgt!!""",joy class,3
ini orang orang yg ngajakin fc langsung tanpa chat buka obrolannya gimana dah,confused,
Anying gabut kieu deade,anger,1
"""Kalian kalo laper, perutnya bunyi gitu ga? """,netral,
4 bulan lg w bakal jd pepes di krl,sad,5
Ngebuang uang duit emang paling enak deh tapi giliran gapunya duit jiwa miskinku mengraung-raung,sad,5
Knp.... Gue demen bgt sm yg lbh tua yg mateng gt ya:')) kek eksekutif muda gtt. Suka liatnya wkwk,joy class,3
Udah sih ngapa gue jadi bahas taí mulu mentang mentang lagi boker sambil sebat.,anger,1
Bodoamat Bodoamat Bodoamat Bodoamat Bodoamat Bodoamat,anger,1
Minggirrr...inyong kebelet ngising kye cokk,anger,1
masih dengan game of thrones yang aduhai aku sukanya. ingin punya jon satu :'),joy class,3
Chat kuy kenalan kan M20,joy class,3
peluk dong plis. m21gntng wkwk,sad,5
"""ayok chat yg ngga ngg ayooooook , m24""",joy class,3
Makasih ya non pulsanya 50k. Gausah diganti? ok? wkwkwk??,joy class,3
Ada yg mao cerita pengalaman sexx nya?,netral,
"""Kalau mau ambil duit di atm, keingetan tabungan yg udah disisihin tiap bulan jadi sayang bgt buat ngambil:"""")""",sad,5
JGN CET AKU Y! OKE? JGN CET AKU!,anger,1
"""Yang posting """"Chat yuk bla bla bla F"""" tapi waktu di chat malah rasanya kita interview orang ?? role play dikit napa?""",sad,5
Gabut gabut gabut gabut m20,sad,5
